,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,fp1Pos,fp1Laps,fp2Pos,fp2Laps
2522,24661,1032,847,3,63,11,16,16,16,0.0,69,\N,\N,36,16,1:08.601,226.597,12,-1,-1,15,34
2523,24662,1032,849,3,6,18,17,17,17,0.0,69,\N,\N,68,17,1:08.806,225.922,12,19,6,17,49
2524,24663,1032,839,4,31,5,\N,R,18,0.0,25,\N,\N,22,18,1:09.321,224.243,25,13,35,10,32
2525,24664,1032,844,6,16,14,\N,R,19,0.0,4,\N,\N,3,19,1:35.379,162.979,130,12,28,9,35
2526,24665,1032,20,6,5,10,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,130,10,25,16,40
2527,24666,1033,1,131,44,1,1,1,1,26.0,70,1:36:12.473,5772473,70,1,1:16.627,205.823,1,1,37,16,1
2528,24667,1033,830,9,33,7,2,2,2,18.0,70,+8.702,5781175,60,4,1:19.184,199.176,1,8,28,7,4
2529,24668,1033,822,131,77,2,3,3,3,15.0,70,+9.452,5781925,66,2,1:17.665,203.072,1,2,37,2,5
2530,24669,1033,840,211,18,3,4,4,4,12.0,70,+57.579,5830052,68,3,1:18.973,199.708,1,4,35,4,6
2531,24670,1033,848,9,23,13,5,5,5,10.0,70,+1:18.316,5850789,68,5,1:19.440,198.534,1,13,28,19,3
2532,24671,1033,20,6,5,5,6,6,6,8.0,69,\N,\N,49,14,1:20.363,196.254,11,6,26,1,12
2533,24672,1033,815,211,11,4,7,7,7,6.0,69,\N,\N,39,10,1:20.090,196.923,11,3,20,5,5
2534,24673,1033,817,4,3,11,8,8,8,4.0,69,\N,\N,46,7,1:19.532,198.305,11,5,28,15,1
2535,24674,1033,832,1,55,9,9,9,9,2.0,69,\N,\N,68,15,1:20.477,195.976,11,11,32,3,6
2536,24675,1033,825,210,20,0,10,10,10,1.0,69,\N,\N,67,6,1:19.457,198.492,11,12,35,20,1
2537,24676,1033,844,6,16,6,11,11,11,0.0,69,\N,\N,64,16,1:20.821,195.142,11,7,29,10,10
2538,24677,1033,826,213,26,17,12,12,12,0.0,69,\N,\N,51,18,1:20.946,194.841,11,16,35,13,7
2539,24678,1033,846,1,4,8,13,13,13,0.0,69,\N,\N,42,8,1:19.945,197.280,11,9,26,12,5
2540,24679,1033,839,4,31,14,14,14,14,0.0,69,\N,\N,40,13,1:20.261,196.503,11,10,35,14,1
2541,24680,1033,8,51,7,20,15,15,15,0.0,69,\N,\N,67,17,1:20.889,194.978,11,-1,-1,9,16
2542,24681,1033,154,210,8,0,16,16,16,0.0,69,\N,\N,61,12,1:20.232,196.574,11,14,35,8,6
2543,24682,1033,841,51,99,19,17,17,17,0.0,69,\N,\N,44,11,1:20.096,196.908,11,17,30,11,9
2544,24683,1033,847,3,63,12,18,18,18,0.0,69,\N,\N,67,9,1:19.984,197.184,11,18,29,18,2
2545,24684,1033,849,3,6,15,19,19,19,0.0,65,\N,\N,64,19,1:21.198,194.236,15,15,31,17,2
2546,24685,1033,842,213,10,10,\N,R,20,0.0,15,\N,\N,10,20,1:23.939,187.893,5,-1,-1,6,7
2547,24686,1034,1,131,44,1,1,1,1,25.0,52,1:28:01.283,5281283,45,3,1:29.238,237.652,1,2,27,5,27
2548,24687,1034,830,9,33,3,2,2,2,19.0,52,+5.856,5287139,52,1,1:27.097,243.494,1,1,27,14,23
2549,24688,1034,844,6,16,4,3,3,3,15.0,52,+18.474,5299757,49,9,1:29.813,236.130,1,5,22,4,30
2550,24689,1034,817,4,3,8,4,4,4,12.0,52,+19.650,5300933,49,5,1:29.482,237.004,1,8,22,9,30
2551,24690,1034,846,1,4,5,5,5,5,10.0,52,+22.277,5303560,41,12,1:30.058,235.488,1,13,22,11,26
2552,24691,1034,839,4,31,9,6,6,6,8.0,52,+26.937,5308220,50,6,1:29.491,236.980,1,7,26,12,35
2553,24692,1034,842,213,10,11,7,7,7,6.0,52,+31.188,5312471,52,7,1:29.603,236.684,1,11,24,8,31
2554,24693,1034,848,9,23,12,8,8,8,4.0,52,+32.670,5313953,52,2,1:28.689,239.123,1,4,24,2,13
2555,24694,1034,840,211,18,6,9,9,9,2.0,52,+37.311,5318594,44,13,1:30.475,234.402,1,3,22,1,29
2556,24695,1034,20,6,5,10,10,10,10,1.0,52,+41.857,5323140,44,15,1:30.537,234.242,1,20,2,18,23
2557,24696,1034,822,131,77,2,11,11,11,0.0,52,+42.167,5323450,41,4,1:29.265,237.580,1,6,29,3,30
2558,24697,1034,847,3,63,20,12,12,12,0.0,52,+52.004,5333287,41,16,1:30.862,233.404,1,17,23,17,26
2559,24698,1034,832,1,55,7,13,13,13,0.0,52,+53.370,5334653,47,10,1:29.948,235.776,1,12,24,6,35
2560,24699,1034,841,51,99,15,14,14,14,0.0,52,+54.205,5335488,49,17,1:30.977,233.109,1,18,17,13,31
2561,24700,1034,849,3,6,18,15,15,15,0.0,52,+54.549,5335832,44,14,1:30.501,234.335,1,19,20,20,35
2562,24701,1034,154,210,8,17,16,16,16,0.0,52,+55.050,5336333,49,8,1:29.782,236.212,1,15,25,16,27
2563,24702,1034,8,51,7,16,17,17,17,0.0,51,\N,\N,49,11,1:29.973,235.710,11,16,24,10,35
2564,24703,1034,826,213,26,19,\N,R,18,0.0,11,\N,\N,11,18,1:32.443,229.412,3,10,21,15,29
2565,24704,1034,825,210,20,14,\N,R,19,0.0,1,\N,\N,\N,0,\N,\N,4,14,23,19,27
2566,24705,1034,807,211,27,13,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,131,9,23,7,28
2567,24706,1035,830,9,33,4,1,1,1,25.0,52,1:19:41.993,4781993,46,2,1:29.465,237.049,1,3,24,4,15
2568,24707,1035,1,131,44,2,2,2,2,19.0,52,+11.326,4793319,43,1,1:28.451,239.766,1,2,23,1,22
2569,24708,1035,822,131,77,1,3,3,3,15.0,52,+19.231,4801224,44,4,1:29.765,236.256,1,1,21,2,22
2570,24709,1035,844,6,16,8,4,4,4,12.0,52,+29.289,4811282,39,8,1:30.552,234.203,1,5,20,7,32
2571,24710,1035,848,9,23,9,5,5,5,10.0,52,+39.146,4821139,46,3,1:29.477,237.017,1,6,22,11,25
2572,24711,1035,840,211,18,6,6,6,6,8.0,52,+42.538,4824531,45,15,1:30.877,233.365,1,8,26,5,24
2573,24712,1035,807,211,27,3,7,7,7,6.0,52,+55.951,4837944,52,6,1:30.087,235.412,1,4,25,6,26
2574,24713,1035,839,4,31,14,8,8,8,4.0,52,+1:04.773,4846766,50,10,1:30.575,234.144,1,10,23,10,25
2575,24714,1035,846,1,4,10,9,9,9,2.0,52,+1:05.544,4847537,49,11,1:30.698,233.826,1,12,26,8,26
2576,24715,1035,826,213,26,16,10,10,10,1.0,52,+1:09.669,4851662,52,12,1:30.738,233.723,1,9,27,12,33
2577,24716,1035,842,213,10,7,11,11,11,0.0,52,+1:10.642,4852635,52,7,1:30.092,235.399,1,11,23,13,31
2578,24717,1035,20,6,5,11,12,12,12,0.0,52,+1:13.370,4855363,49,13,1:30.785,233.602,1,7,21,14,30
2579,24718,1035,832,1,55,12,13,13,13,0.0,52,+1:14.070,4856063,49,9,1:30.556,234.193,1,14,28,9,24
2580,24719,1035,817,4,3,5,14,14,14,0.0,51,\N,\N,39,16,1:31.168,232.621,11,17,23,3,29
2581,24720,1035,8,51,7,20,15,15,15,0.0,51,\N,\N,30,18,1:31.756,231.130,11,18,24,17,30
2582,24721,1035,154,210,8,13,16,16,16,0.0,51,\N,\N,51,14,1:30.793,233.581,11,13,26,15,28
2583,24722,1035,841,51,99,19,17,17,17,0.0,51,\N,\N,37,19,1:31.826,230.954,11,-1,-1,20,26
2584,24723,1035,847,3,63,15,18,18,18,0.0,51,\N,\N,50,17,1:31.408,232.010,11,15,24,16,31
2585,24724,1035,849,3,6,18,19,19,19,0.0,51,\N,\N,48,5,1:29.950,235.770,11,16,24,19,32
2586,24725,1035,825,210,20,17,\N,R,20,0.0,43,\N,\N,39,20,1:31.830,230.944,31,20,17,18,28
2587,24726,1036,1,131,44,1,1,1,1,25.0,66,1:31:45.279,5505279,63,2,1:19.822,209.942,1,2,29,1,37
2588,24727,1036,830,9,33,3,2,2,2,18.0,66,+24.177,5529456,53,4,1:21.477,205.677,1,3,26,3,33
2589,24728,1036,822,131,77,2,3,3,3,16.0,66,+44.752,5550031,66,1,1:18.183,214.343,1,1,33,2,38
2590,24729,1036,840,211,18,5,4,4,4,12.0,65,\N,\N,56,8,1:22.024,204.306,11,10,31,11,39
2591,24730,1036,815,211,11,4,5,5,5,10.0,65,\N,\N,58,16,1:22.515,203.090,11,7,31,8,39
2592,24731,1036,832,1,55,7,6,6,6,8.0,65,\N,\N,59,5,1:21.771,204.938,11,11,33,7,33
2593,24732,1036,20,6,5,11,7,7,7,6.0,65,\N,\N,48,18,1:22.707,202.618,11,5,27,12,36
2594,24733,1036,848,9,23,6,8,8,8,4.0,65,\N,\N,41,11,1:22.194,203.883,11,8,27,13,35
2595,24734,1036,842,213,10,10,9,9,9,2.0,65,\N,\N,44,17,1:22.543,203.021,11,14,26,10,40
2596,24735,1036,846,1,4,8,10,10,10,1.0,65,\N,\N,56,13,1:22.392,203.393,11,13,32,14,38
2597,24736,1036,817,4,3,13,11,11,11,0.0,65,\N,\N,51,14,1:22.464,203.215,11,18,31,4,34
2598,24737,1036,826,213,26,12,12,12,12,0.0,65,\N,\N,47,12,1:22.336,203.531,11,17,21,15,39
2599,24738,1036,839,4,31,15,13,13,13,0.0,65,\N,\N,65,10,1:22.174,203.933,11,12,31,9,40
2600,24739,1036,8,51,7,14,14,14,14,0.0,65,\N,\N,47,7,1:21.888,204.645,11,16,24,17,42
2601,24740,1036,825,210,20,16,15,15,15,0.0,65,\N,\N,64,19,1:23.474,200.757,11,9,28,16,36
2602,24741,1036,841,51,99,20,16,16,16,0.0,65,\N,\N,47,6,1:21.801,204.863,11,15,24,18,40
2603,24742,1036,847,3,63,18,17,17,17,0.0,65,\N,\N,37,15,1:22.503,203.119,11,-1,-1,20,38
2604,24743,1036,849,3,6,19,18,18,18,0.0,64,\N,\N,60,9,1:22.030,204.291,12,19,30,19,32
2605,24744,1036,154,210,8,17,19,19,19,0.0,64,\N,\N,64,3,1:20.409,208.409,12,6,29,5,29
2606,24745,1036,844,6,16,9,\N,R,20,0.0,38,\N,\N,35,20,1:23.968,199.576,40,4,27,6,35
2607,24746,1037,1,131,44,1,1,1,1,25.0,44,1:24:08.761,5048761,28,2,1:47.758,233.990,1,2,17,3,23
2608,24747,1037,822,131,77,2,2,2,2,18.0,44,+8.448,5057209,27,5,1:47.983,233.503,1,1,18,6,27
2609,24748,1037,830,9,33,3,3,3,3,15.0,44,+15.455,5064216,27,8,1:48.305,232.809,1,3,20,1,21
2610,24749,1037,817,4,3,4,4,4,4,13.0,44,+18.877,5067638,44,1,1:47.483,234.589,1,9,21,2,12
2611,24750,1037,839,4,31,6,5,5,5,10.0,44,+40.650,5089411,44,10,1:48.540,232.305,1,7,20,8,23
2612,24751,1037,848,9,23,5,6,6,6,8.0,44,+42.712,5091473,27,12,1:48.736,231.886,1,6,22,4,21
2613,24752,1037,846,1,4,10,7,7,7,6.0,44,+43.774,5092535,39,11,1:48.552,232.279,1,10,28,7,22
2614,24753,1037,842,213,10,12,8,8,8,4.0,44,+47.371,5096132,29,3,1:47.839,233.815,1,12,17,10,27
2615,24754,1037,840,211,18,9,9,9,9,2.0,44,+52.603,5101364,34,13,1:49.136,231.036,1,5,22,11,23
2616,24755,1037,815,211,11,8,10,10,10,1.0,44,+53.179,5101940,20,9,1:48.389,232.628,1,4,22,5,23
2617,24756,1037,826,213,26,11,11,11,11,0.0,44,+1:10.200,5118961,28,15,1:49.832,229.572,1,11,25,12,26
2618,24757,1037,8,51,7,16,12,12,12,0.0,44,+1:11.504,5120265,28,14,1:49.822,229.593,1,13,19,14,23
2619,24758,1037,20,6,5,14,13,13,13,0.0,44,+1:12.894,5121655,31,16,1:49.958,229.309,1,15,15,17,21
2620,24759,1037,844,6,16,13,14,14,14,0.0,44,+1:14.920,5123681,26,4,1:47.840,233.813,1,14,18,15,19
2621,24760,1037,154,210,8,17,15,15,15,0.0,44,+1:16.793,5125554,28,17,1:50.018,229.184,1,19,2,19,12
2622,24761,1037,849,3,6,19,16,16,16,0.0,44,+1:17.795,5126556,32,6,1:48.048,233.362,1,16,19,18,26
2623,24762,1037,825,210,20,20,17,17,17,0.0,44,+1:25.540,5134301,37,7,1:48.083,233.287,1,18,1,20,12
2624,24763,1037,841,51,99,18,\N,R,18,0.0,9,\N,\N,9,19,1:51.793,225.545,3,20,2,13,29
2625,24764,1037,847,3,63,15,\N,R,19,0.0,9,\N,\N,5,18,1:51.754,225.624,138,17,21,16,25
2626,24765,1037,832,1,55,7,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,43,8,24,9,23
2627,24766,1038,842,213,10,10,1,1,1,25.0,53,1:47:06.056,6426056,34,6,1:24.037,248.162,1,6,27,4,25
2628,24767,1038,832,1,55,3,2,2,2,18.0,53,+0.415,6426471,40,2,1:23.882,248.620,1,10,27,6,30
2629,24768,1038,840,211,18,8,3,3,3,15.0,53,+3.358,6429414,42,3,1:23.897,248.576,1,13,21,8,32
2630,24769,1038,846,1,4,6,4,4,4,12.0,53,+6.000,6432056,50,7,1:24.232,247.587,1,8,29,3,19
2631,24770,1038,822,131,77,2,5,5,5,10.0,53,+7.108,6433164,51,5,1:23.961,248.386,1,1,28,2,29
2632,24771,1038,817,4,3,7,6,6,6,8.0,53,+8.391,6434447,38,4,1:23.898,248.573,1,9,22,15,29
2633,24772,1038,1,131,44,1,7,7,7,7.0,53,+17.245,6443301,34,1,1:22.746,252.033,1,2,27,1,32
2634,24773,1038,839,4,31,12,8,8,8,4.0,53,+18.691,6444747,52,11,1:24.490,246.831,1,12,28,11,32
2635,24774,1038,826,213,26,11,9,9,9,2.0,53,+22.208,6448264,44,10,1:24.479,246.863,1,4,31,7,35
2636,24775,1038,815,211,11,4,10,10,10,1.0,53,+23.224,6449280,50,8,1:24.336,247.282,1,7,25,10,31
2637,24776,1038,849,3,6,20,11,11,11,0.0,53,+32.876,6458932,39,16,1:24.999,245.353,1,20,22,19,32
2638,24777,1038,154,210,8,16,12,12,12,0.0,53,+35.164,6461220,48,12,1:24.785,245.972,1,14,20,18,34
2639,24778,1038,8,51,7,14,13,13,13,0.0,53,+36.312,6462368,29,13,1:24.835,245.827,1,17,27,17,34
2640,24779,1038,847,3,63,19,14,14,14,0.0,53,+36.593,6462649,39,9,1:24.421,247.033,1,-1,-1,20,34
2641,24780,1038,848,9,23,9,15,15,15,0.0,53,+37.533,6463589,48,15,1:24.926,245.564,1,3,30,14,36
2642,24781,1038,841,51,99,18,16,16,16,0.0,53,+55.199,6481255,43,14,1:24.856,245.766,1,16,24,13,32
2643,24782,1038,830,9,33,5,\N,R,17,0.0,30,\N,\N,10,17,1:25.539,243.804,131,5,22,5,30
2644,24783,1038,844,6,16,13,\N,R,18,0.0,23,\N,\N,19,19,1:26.026,242.424,3,11,25,9,32
2645,24784,1038,825,210,20,15,\N,R,19,0.0,17,\N,\N,10,18,1:25.787,243.099,131,15,19,16,32
2646,24785,1038,20,6,5,17,\N,R,20,0.0,6,\N,\N,4,20,1:27.107,239.415,23,19,24,12,28
2647,24786,1039,1,131,44,1,1,1,1,26.0,59,2:19:35.060,8375060,58,1,1:18.833,239.518,1,4,28,2,29
2648,24787,1039,822,131,77,2,2,2,2,18.0,59,+4.880,8379940,53,2,1:19.432,237.712,1,1,33,1,28
2649,24788,1039,848,9,23,4,3,3,3,15.0,59,+8.064,8383124,51,3,1:20.039,235.909,1,9,34,4,28
2650,24789,1039,817,4,3,8,4,4,4,12.0,59,+10.417,8385477,57,4,1:20.426,234.774,1,10,25,5,32
2651,24790,1039,815,211,11,7,5,5,5,10.0,59,+15.650,8390710,59,5,1:20.632,234.175,1,19,29,7,34
2652,24791,1039,846,1,4,11,6,6,6,8.0,59,+18.883,8393943,59,7,1:21.198,232.542,1,8,30,14,9
2653,24792,1039,826,213,26,12,7,7,7,6.0,59,+21.756,8396816,51,10,1:21.458,231.800,1,7,31,15,33
2654,24793,1039,844,6,16,5,8,8,8,4.0,59,+28.345,8403405,50,9,1:21.229,232.453,1,3,27,10,27
2655,24794,1039,8,51,7,13,9,9,9,2.0,59,+29.770,8404830,59,6,1:21.164,232.640,1,11,21,9,38
2656,24795,1039,20,6,5,14,10,10,10,1.0,59,+29.983,8405043,59,8,1:21.202,232.531,1,13,27,12,39
2657,24796,1039,847,3,63,18,11,11,11,0.0,59,+32.404,8407464,58,11,1:21.645,231.269,1,16,29,16,33
2658,24797,1039,154,210,8,15,12,12,12,0.0,59,+42.036,8417096,59,13,1:22.263,229.532,1,12,25,20,5
2659,24798,1039,840,211,18,6,\N,R,13,0.0,42,\N,\N,42,12,1:22.068,230.077,29,18,23,11,37
2660,24799,1039,839,4,31,10,\N,R,14,0.0,7,\N,\N,6,15,2:11.793,143.270,23,6,28,6,29
2661,24800,1039,849,3,6,19,\N,R,15,0.0,6,\N,\N,6,14,2:11.365,143.736,4,20,32,18,31
2662,24801,1039,825,210,20,20,\N,R,16,0.0,5,\N,\N,4,17,2:13.812,141.108,4,17,25,19,32
2663,24802,1039,841,51,99,17,\N,R,17,0.0,5,\N,\N,4,16,2:13.809,141.111,4,14,28,17,35
2664,24803,1039,832,1,55,9,\N,R,18,0.0,5,\N,\N,5,18,2:14.103,140.802,4,15,33,13,32
2665,24804,1039,830,9,33,3,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,2,32,3,25
2666,24805,1039,842,213,10,16,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,5,30,8,30
2667,24806,1040,822,131,77,3,1,1,1,26.0,53,1:34:00.364,5640364,51,1,1:37.030,216.972,1,1,13,1,37
2668,24807,1040,830,9,33,2,2,2,2,18.0,53,+7.729,5648093,53,3,1:37.332,216.298,1,3,22,7,30
2669,24808,1040,1,131,44,1,3,3,3,15.0,53,+22.729,5663093,48,7,1:38.075,214.660,1,19,18,2,33
2670,24809,1040,815,211,11,4,4,4,4,12.0,53,+30.558,5670922,52,8,1:38.141,214.515,1,4,23,6,35
2671,24810,1040,817,4,3,5,5,5,5,10.0,53,+52.065,5692429,53,6,1:37.886,215.074,1,2,22,3,27
2672,24811,1040,844,6,16,10,6,6,6,8.0,53,+1:02.186,5702550,47,11,1:39.053,212.540,1,11,23,8,35
2673,24812,1040,839,4,31,7,7,7,7,6.0,53,+1:08.006,5708370,48,13,1:39.216,212.191,1,6,23,9,28
2674,24813,1040,826,213,26,11,8,8,8,4.0,53,+1:08.740,5709104,48,12,1:39.133,212.369,1,7,22,13,37
2675,24814,1040,842,213,10,9,9,9,9,2.0,53,+1:29.766,5730130,50,2,1:37.231,216.523,1,10,25,11,35
2676,24815,1040,848,9,23,15,10,10,10,1.0,53,+1:37.860,5738224,51,9,1:38.377,214.001,1,8,24,12,31
2677,24816,1040,841,51,99,17,11,11,11,0.0,52,\N,\N,44,16,1:39.766,211.021,11,14,17,19,36
2678,24817,1040,825,210,20,18,12,12,12,0.0,52,\N,\N,52,17,1:40.380,209.731,11,16,22,18,32
2679,24818,1040,20,6,5,14,13,13,13,0.0,52,\N,\N,46,14,1:39.588,211.398,11,9,23,10,35
2680,24819,1040,8,51,7,19,14,14,14,0.0,52,\N,\N,37,10,1:38.858,212.960,11,15,23,14,33
2681,24820,1040,846,1,4,8,15,15,15,0.0,52,\N,\N,50,5,1:37.377,216.198,11,13,28,5,33
2682,24821,1040,849,3,6,20,16,16,16,0.0,52,\N,\N,47,18,1:41.044,208.352,11,20,11,15,31
2683,24822,1040,154,210,8,16,17,17,17,0.0,52,\N,\N,44,15,1:39.614,211.343,11,18,24,20,32
2684,24823,1040,847,3,63,13,18,18,18,0.0,52,\N,\N,52,4,1:37.352,216.254,11,17,24,16,30
2685,24824,1040,832,1,55,6,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,3,12,8,4,36
2686,24825,1040,840,211,18,12,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,5,21,17,34
2687,24826,1041,1,131,44,2,1,1,1,25.0,60,1:35:49.641,5749641,58,2,1:28.145,210.253,1,-1,-1,-1,-1
2688,24827,1041,830,9,33,3,2,2,2,19.0,60,+4.470,5754111,60,1,1:28.139,210.267,1,-1,-1,-1,-1
2689,24828,1041,817,4,3,6,3,3,3,15.0,60,+14.613,5764254,53,3,1:29.584,206.876,1,-1,-1,-1,-1
2690,24829,1041,815,211,11,9,4,4,4,12.0,60,+16.070,5765711,58,4,1:29.700,206.608,1,-1,-1,-1,-1
2691,24830,1041,832,1,55,10,5,5,5,10.0,60,+21.905,5771546,53,6,1:30.129,205.625,1,-1,-1,-1,-1
2692,24831,1041,842,213,10,12,6,6,6,8.0,60,+22.766,5772407,53,5,1:30.110,205.668,1,-1,-1,-1,-1
2693,24832,1041,844,6,16,4,7,7,7,6.0,60,+30.814,5780455,54,10,1:30.712,204.303,1,-1,-1,-1,-1
2694,24833,1041,807,211,27,20,8,8,8,4.0,60,+32.596,5782237,58,11,1:30.733,204.256,1,-1,-1,-1,-1
2695,24834,1041,154,210,8,16,9,9,9,2.0,60,+39.081,5788722,54,14,1:31.562,202.407,1,-1,-1,-1,-1
2696,24835,1041,841,51,99,14,10,10,10,1.0,60,+40.035,5789676,38,12,1:30.909,203.861,1,-1,-1,-1,-1
2697,24836,1041,20,6,5,11,11,11,11,0.0,60,+40.810,5790451,43,7,1:30.408,204.990,1,-1,-1,-1,-1
2698,24837,1041,8,51,7,19,12,12,12,0.0,60,+41.476,5791117,54,9,1:30.512,204.755,1,-1,-1,-1,-1
2699,24838,1041,825,210,20,15,13,13,13,0.0,60,+49.585,5799226,37,8,1:30.456,204.881,1,-1,-1,-1,-1
2700,24839,1041,849,3,6,18,14,14,14,0.0,60,+54.449,5804090,39,13,1:31.377,202.816,1,-1,-1,-1,-1
2701,24840,1041,826,213,26,13,15,15,15,0.0,60,+55.588,5805229,41,16,1:32.214,200.975,1,-1,-1,-1,-1
2702,24841,1041,846,1,4,8,\N,R,16,0.0,42,\N,\N,40,17,1:32.328,200.727,131,-1,-1,-1,-1
2703,24842,1041,848,9,23,5,\N,R,17,0.0,23,\N,\N,9,18,1:32.330,200.723,21,-1,-1,-1,-1
2704,24843,1041,839,4,31,7,\N,R,18,0.0,22,\N,\N,21,19,1:33.189,198.873,6,-1,-1,-1,-1
2705,24844,1041,822,131,77,1,\N,R,19,0.0,18,\N,\N,8,15,1:31.884,201.697,131,-1,-1,-1,-1
2706,24845,1041,847,3,63,17,\N,R,20,0.0,12,\N,\N,6,20,1:34.526,196.060,4,-1,-1,-1,-1
2707,24846,1042,1,131,44,1,1,1,1,26.0,66,1:29:56.828,5396828,63,1,1:18.750,212.708,1,2,35,8,27
2708,24847,1042,822,131,77,2,2,2,2,18.0,66,+25.592,5422420,66,2,1:19.345,211.113,1,1,35,1,32
2709,24848,1042,830,9,33,3,3,3,3,15.0,66,+34.508,5431336,62,4,1:19.854,209.767,1,3,32,2,34
2710,24849,1042,844,6,16,4,4,4,4,12.0,66,+1:05.312,5462140,66,7,1:20.408,208.322,1,4,33,4,34
2711,24850,1042,842,213,10,9,5,5,5,10.0,65,\N,\N,65,9,1:20.551,207.952,11,10,29,7,26
2712,24851,1042,832,1,55,7,6,6,6,8.0,65,\N,\N,65,6,1:20.268,208.685,11,6,42,5,32
2713,24852,1042,815,211,11,5,7,7,7,6.0,65,\N,\N,49,11,1:20.802,207.306,11,7,31,12,34
2714,24853,1042,839,4,31,11,8,8,8,4.0,65,\N,\N,61,12,1:20.859,207.160,11,19,31,9,32
2715,24854,1042,817,4,3,10,9,9,9,2.0,65,\N,\N,61,14,1:20.906,207.040,11,9,27,13,28
2716,24855,1042,20,6,5,15,10,10,10,1.0,65,\N,\N,62,10,1:20.731,207.489,11,11,37,6,34
2717,24856,1042,8,51,7,16,11,11,11,0.0,65,\N,\N,60,15,1:21.058,206.652,11,8,35,15,34
2718,24857,1042,848,9,23,6,12,12,12,0.0,65,\N,\N,61,5,1:19.890,209.673,11,5,34,10,37
2719,24858,1042,846,1,4,8,13,13,13,0.0,65,\N,\N,65,3,1:19.360,211.073,11,12,29,3,35
2720,24859,1042,847,3,63,14,14,14,14,0.0,65,\N,\N,62,13,1:20.882,207.101,11,18,31,11,33
2721,24860,1042,841,51,99,17,15,15,15,0.0,65,\N,\N,46,20,1:21.893,204.544,11,16,35,20,34
2722,24861,1042,825,210,20,19,16,16,16,0.0,65,\N,\N,63,16,1:21.460,205.632,11,14,28,16,29
2723,24862,1042,154,210,8,18,17,17,17,0.0,65,\N,\N,59,17,1:21.664,205.118,11,17,31,18,32
2724,24863,1042,849,3,6,20,18,18,18,0.0,64,\N,\N,53,19,1:21.859,204.629,12,20,34,14,33
2725,24864,1042,826,213,26,13,19,19,19,0.0,64,\N,\N,59,8,1:20.449,208.216,12,13,32,17,33
2726,24865,1042,840,211,18,12,\N,R,20,0.0,51,\N,\N,45,18,1:21.694,205.043,130,15,32,19,26
2727,24866,1043,1,131,44,2,1,1,1,26.0,63,1:28:32.430,5312430,63,1,1:15.484,234.121,1,1,46,1,46
2728,24867,1043,822,131,77,1,2,2,2,18.0,63,+5.783,5318213,63,2,1:15.902,232.831,1,3,47,3,47
2729,24868,1043,817,4,3,5,3,3,3,15.0,63,+14.320,5326750,62,4,1:17.552,227.878,1,6,32,6,32
2730,24869,1043,826,213,26,8,4,4,4,12.0,63,+15.141,5327571,62,6,1:17.666,227.543,1,8,47,8,47
2731,24870,1043,844,6,16,7,5,5,5,10.0,63,+19.111,5331541,62,12,1:18.173,226.067,1,5,41,5,41
2732,24871,1043,815,211,11,11,6,6,6,8.0,63,+19.652,5332082,49,9,1:18.084,226.325,1,11,42,11,42
2733,24872,1043,832,1,55,10,7,7,7,6.0,63,+20.230,5332660,62,11,1:18.118,226.226,1,14,42,14,42
2734,24873,1043,846,1,4,9,8,8,8,4.0,63,+21.131,5333561,63,8,1:18.069,226.368,1,16,45,16,45
2735,24874,1043,8,51,7,18,9,9,9,2.0,63,+22.224,5334654,63,10,1:18.088,226.313,1,17,43,17,43
2736,24875,1043,841,51,99,20,10,10,10,1.0,63,+26.398,5338828,61,15,1:18.794,224.286,1,15,33,15,33
2737,24876,1043,849,3,6,19,11,11,11,0.0,63,+27.135,5339565,37,14,1:18.719,224.499,1,20,29,20,29
2738,24877,1043,20,6,5,14,12,12,12,0.0,63,+28.453,5340883,44,7,1:17.767,227.248,1,12,40,12,40
2739,24878,1043,840,211,18,15,13,13,13,0.0,63,+29.163,5341593,46,13,1:18.360,225.528,1,10,42,10,42
2740,24879,1043,154,210,8,16,14,14,14,0.0,63,+32.935,5345365,45,17,1:18.822,224.206,1,13,42,13,42
2741,24880,1043,848,9,23,6,15,15,15,0.0,63,+57.284,5369714,63,3,1:16.177,231.991,1,9,41,9,41
2742,24881,1043,847,3,63,13,\N,R,16,0.0,51,\N,\N,43,16,1:18.811,224.237,3,18,43,18,43
2743,24882,1043,830,9,33,3,\N,R,17,0.0,50,\N,\N,44,5,1:17.637,227.628,29,2,39,2,39
2744,24883,1043,825,210,20,17,\N,R,18,0.0,47,\N,\N,45,18,1:19.273,222.930,139,19,45,19,45
2745,24884,1043,839,4,31,12,\N,R,19,0.0,27,\N,\N,22,19,1:19.606,221.998,6,7,44,7,44
2746,24885,1043,842,213,10,4,\N,R,20,0.0,8,\N,\N,5,20,1:20.403,219.797,34,4,46,4,46
